station,interactions,mean_risk,high_risk_interactions,mean_source_delay,mean_gap,warning_rate,bottleneck_score
DURG,131,0.4976187671336064,112,46.83206106870229,15.17557251908397,0.8549618320610687,0.5576827889666699
ETW,133,0.501403138191168,109,54.12781954887218,14.676691729323307,0.8195488721804511,0.5571118902003593
RBL,49,0.5015264140472242,41,49.285714285714285,15.857142857142858,0.8367346938775511,0.5569130495109427
UBC,34,0.5038909995040798,31,27.323529411764707,16.941176470588236,0.9117647058823529,0.5560381435209568
SZM,41,0.5028048925915981,36,36.1219512195122,15.78048780487805,0.8780487804878049,0.5552219475780603
BARH,81,0.5020748426611595,69,43.17283950617284,16.555555555555557,0.8518518518518519,0.5548847436715635
GGC,42,0.49947268867509137,32,68.28571428571429,17.261904761904763,0.7619047619047619,0.5546900036536211
ANV,34,0.5022168175028702,28,49.1764705882353,16.176470588235293,0.8235294117647058,0.5531744700752934
BAU,72,0.4979218414763602,53,74.08333333333333,16.930555555555557,0.7361111111111112,0.5526615173079041
PNP,102,0.5011321557543956,85,46.30392156862745,15.490196078431373,0.8333333333333334,0.5523601735915462
KZJ,122,0.5014622491784527,97,55.98360655737705,14.721311475409836,0.7950819672131147,0.5518771985981016
GZB,458,0.5145699397763145,396,30.912663755458514,12.75764192139738,0.8646288209606987,0.5512515398401907
ARA,190,0.5012125037568972,148,59.83157894736842,14.763157894736842,0.7789473684210526,0.5512161659253108
RPJ,73,0.5018724292964273,63,36.26027397260274,15.301369863013699,0.863013698630137,0.5503999148106358
KPY,41,0.48680828267461596,39,19.21951219512195,15.341463414634147,0.9512195121951219,0.5502683307845716
MNE,41,0.5024464142668944,35,38.31707317073171,19.829268292682926,0.8536585365853658,0.5501810289264303
BV,33,0.5017809837875697,29,31.606060606060606,14.303030303030303,0.8787878787878788,0.5498803908836839
PTKC,56,0.4999494363845623,43,61.17857142857143,18.196428571428573,0.7678571428571429,0.5487642675690789
JUC,140,0.5022121006774009,125,26.478571428571428,16.835714285714285,0.8928571428571429,0.5485812820421201
GAR,40,0.5019622743526634,34,37.925,15.625,0.85,0.5484028374000453
KLD,52,0.5025711879913872,43,43.82692307692308,18.0,0.8269230769230769,0.5483859209617924
KMT,89,0.5008810486974365,70,55.12359550561798,14.0,0.7865168539325843,0.5480550833311982
