service_date,station,source_train,target_train,source_arr_delay,target_arr_delay,gap_minutes,source_delay_class,risk_score,risk_band
2024-09-10,MAJN,12134,16586,263.0,0.0,25.0,SEVERE,0.4705770058015521,MODERATE
2024-09-29,ND,22964,22955,10.0,0.0,9.0,MODERATE,0.46933335237398865,LOW
2024-09-10,MYS,16592,16210,0.0,0.0,21.0,LOW,0.533600111457618,ELEVATED
2024-09-15,MURI,18625,15027,10.0,34.0,9.0,MODERATE,0.47944729944432235,MODERATE
2024-09-10,BOE,13142,15483,14.0,34.0,10.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-24,TBM,12759,16101,0.0,6.0,3.0,LOW,0.5025659853701625,ELEVATED
2024-09-13,ON,11109,12180,4.0,14.0,30.0,LOW,0.5062743762648515,ELEVATED
2024-09-05,JL,11026,22138,0.0,0.0,15.0,LOW,0.47529157704579394,MODERATE
2024-09-27,CNGR,18568,20633,8.0,11.0,4.0,MODERATE,0.47905933250723726,MODERATE
2024-09-07,BRE,14163,4182,4.0,15.0,23.0,LOW,0.5064224495353994,ELEVATED
2024-09-29,ATP,11301,11312,18.0,0.0,23.0,HIGH,0.46971013638854525,LOW
2024-09-04,STL,13106,13105,0.0,14.0,30.0,LOW,0.506860147309481,ELEVATED
2024-09-27,VM,16102,22623,0.0,0.0,15.0,LOW,0.47618984268760034,MODERATE
2024-09-14,PNBE,3249,18183,52.0,21.0,4.0,HIGH,0.5189131199460693,ELEVATED
2024-09-13,CNB,4154,12003,0.0,0.0,18.0,LOW,0.4797433099291833,MODERATE
2024-09-11,BWN,12343,13106,2.0,0.0,5.0,LOW,0.45998313015695674,LOW
2024-09-30,TK,16535,12080,9.0,25.0,2.0,MODERATE,0.5030340147629754,ELEVATED
2024-09-19,NK,11402,12167,40.0,0.0,3.0,HIGH,0.4650473711345838,LOW
2024-09-19,BKP,18626,3413,30.0,131.0,16.0,HIGH,0.5089105834627928,ELEVATED
2024-09-25,BNLW,19722,12182,6.0,0.0,2.0,MODERATE,0.4737882273004231,MODERATE
2024-09-19,DEE,22422,12455,0.0,0.0,20.0,LOW,0.47884383134886943,MODERATE
2024-09-30,MW,13020,13019,13.0,0.0,21.0,MODERATE,0.4723966933992338,MODERATE
2024-09-05,GADJ,12413,12016,90.0,27.0,21.0,SEVERE,0.5122929212646106,ELEVATED
2024-09-28,RJY,22802,22702,12.0,4.0,27.0,MODERATE,0.5041705496916826,ELEVATED
2024-09-27,NDB,15068,12833,0.0,2.0,21.0,LOW,0.5075865684223952,ELEVATED
2024-09-24,BRYA,28182,13021,166.0,0.0,29.0,SEVERE,0.4677993205189539,LOW
2024-09-16,RPZ,20981,12991,4.0,3.0,14.0,LOW,0.5070007973777656,ELEVATED
2024-09-25,BST,15203,12554,83.0,15.0,3.0,SEVERE,0.5143168143264313,ELEVATED
2024-09-12,KKDI,12605,6070,0.0,0.0,5.0,LOW,0.4757233009977858,MODERATE
2024-09-20,PVU,20635,16526,16.0,0.0,1.0,HIGH,0.4645554880962709,LOW
2024-09-13,ST,22903,12972,0.0,0.0,16.0,LOW,0.47618984268760034,MODERATE
2024-09-23,MW,15028,14005,19.0,4.0,13.0,HIGH,0.5053435336150908,ELEVATED
2024-09-21,NZM,22686,9310,8.0,40.0,26.0,MODERATE,0.5538306919061985,HIGH
2024-09-17,BZU,12616,12970,227.0,0.0,3.0,SEVERE,0.4715928485779786,MODERATE
2024-09-27,JNU,19045,13238,9.0,0.0,14.0,MODERATE,0.4748028734534198,MODERATE
2024-09-15,BSL,19008,12188,0.0,4.0,3.0,LOW,0.5075865684223952,ELEVATED
2024-09-19,UMB,14507,12203,2.0,9.0,18.0,LOW,0.5258293582133444,ELEVATED
2024-09-15,APT,17655,12717,13.0,4.0,17.0,MODERATE,0.5042395450153772,ELEVATED
2024-09-05,UMB,14674,12057,0.0,15.0,4.0,LOW,0.5272754904572,ELEVATED
2024-09-22,RPJ,14888,11077,35.0,87.0,22.0,HIGH,0.5049122217965902,ELEVATED
2024-09-17,SAG,12486,22480,26.0,8.0,16.0,HIGH,0.5046861078258712,ELEVATED
2024-09-24,CPR,2564,15708,92.0,0.0,23.0,SEVERE,0.47521022523834566,MODERATE
2024-09-01,GNC,19309,20960,0.0,15.0,30.0,LOW,0.506860147309481,ELEVATED
2024-09-15,JAJ,13106,13136,0.0,0.0,26.0,LOW,0.4875866188129642,MODERATE
2024-09-01,DLI,14088,14662,5.0,0.0,5.0,LOW,0.5260502656418103,ELEVATED
2024-09-11,MYR,15231,12296,16.0,20.0,29.0,HIGH,0.5046171125021766,ELEVATED
2024-09-28,JBP,2133,22669,0.0,0.0,10.0,LOW,0.4767018438294044,MODERATE
2024-09-16,JU,12462,19028,0.0,9.0,24.0,LOW,0.5118268338353633,ELEVATED
2024-09-07,ADI,20902,12010,0.0,0.0,24.0,LOW,0.4755057872760171,MODERATE
2024-09-10,CSMT,12261,11009,9.0,0.0,26.0,MODERATE,0.5811532965744576,HIGH
2024-09-24,WL,12967,12861,0.0,0.0,18.0,LOW,0.47618984268760034,MODERATE
2024-09-11,ASN,18450,13151,0.0,5.0,10.0,LOW,0.5136634883702914,ELEVATED
2024-09-30,BH,22954,12009,14.0,0.0,3.0,MODERATE,0.4420742778334306,LOW
2024-09-14,GDV,17216,17232,0.0,43.0,13.0,LOW,0.508671931800693,ELEVATED
2024-09-15,SIOB,22955,14321,0.0,19.0,30.0,LOW,0.506860147309481,ELEVATED
2024-09-23,PGT,12695,12696,0.0,0.0,10.0,LOW,0.47618984268760034,MODERATE
2024-09-29,TDL,12582,14163,21.0,37.0,13.0,HIGH,0.5046861078258712,ELEVATED
2024-09-16,KIUL,13287,13401,265.0,0.0,4.0,SEVERE,0.4715928485779786,MODERATE
2024-09-07,MTJ,12780,12954,121.0,10.0,7.0,SEVERE,0.5150665931296949,ELEVATED
2024-09-14,BUW,11123,15008,168.0,24.0,26.0,SEVERE,0.5147497121968957,ELEVATED
2024-09-02,SPJ,13419,15550,6.0,25.0,4.0,MODERATE,0.5073504089831795,ELEVATED
2024-09-22,CPT,16216,16236,4.0,8.0,26.0,LOW,0.5064224495353994,ELEVATED
2024-09-19,KK,1587,11007,3.0,18.0,19.0,LOW,0.5069291426331757,ELEVATED
2024-09-03,PUNE,11140,11021,5.0,21.0,6.0,LOW,0.5154688644313001,ELEVATED
2024-09-16,BAM,20815,20837,427.0,88.0,1.0,SEVERE,0.5137009116543815,ELEVATED
2024-09-16,PCOI,19483,19484,4.0,23.0,1.0,LOW,0.506343371588546,ELEVATED
2024-09-03,PND,12854,15232,27.0,0.0,19.0,HIGH,0.4703941918001285,MODERATE
2024-09-11,MYA,16535,12614,14.0,10.0,6.0,MODERATE,0.4752475260669096,MODERATE
2024-09-09,BLS,12277,6082,39.0,36.0,25.0,HIGH,0.5049122217965902,ELEVATED
2024-09-29,TCR,12082,12624,9.0,5.0,18.0,MODERATE,0.5041352832020314,ELEVATED
2024-09-03,CSN,22178,12140,14.0,6.0,11.0,MODERATE,0.5042395450153772,ELEVATED
2024-09-11,BZA,22833,12539,98.0,0.0,2.0,SEVERE,0.4620654927287391,LOW
2024-09-12,MB,12372,15006,131.0,16.0,23.0,SEVERE,0.5415016401088008,ELEVATED
2024-09-23,RTM,19338,1905,0.0,22.0,22.0,LOW,0.507008220580029,ELEVATED
2024-09-22,SGZ,19020,12955,27.0,9.0,2.0,HIGH,0.5046861078258712,ELEVATED
2024-09-25,YPR,12539,12726,0.0,55.0,18.0,LOW,0.5069291426331757,ELEVATED
2024-09-11,PGW,14673,12317,75.0,72.0,13.0,SEVERE,0.5101220661944136,ELEVATED
2024-09-27,UMB,15934,12030,5.0,22.0,25.0,LOW,0.5299357227685454,ELEVATED
2024-09-10,TBM,22672,12631,10.0,12.0,2.0,MODERATE,0.5001099456391049,ELEVATED
2024-09-10,LKR,13019,12368,0.0,53.0,20.0,LOW,0.5069291426331757,ELEVATED
2024-09-24,MKA,13029,12368,0.0,361.0,6.0,LOW,0.5111536182700973,ELEVATED
2024-09-30,GGJ,14236,15083,0.0,0.0,10.0,LOW,0.47618984268760034,MODERATE
2024-09-26,YNK,16591,12785,29.0,33.0,24.0,HIGH,0.5047651857727244,ELEVATED
2024-09-03,JP,12981,19715,0.0,2.0,21.0,LOW,0.5075865684223952,ELEVATED
2024-09-12,ST,22946,19218,0.0,0.0,15.0,LOW,0.47618984268760034,MODERATE
2024-09-17,YJUD,12331,14888,0.0,0.0,14.0,LOW,0.47420647750074885,MODERATE
2024-09-09,BDC,13015,13466,9.0,0.0,10.0,MODERATE,0.4678225067454149,LOW
2024-09-28,BKSC,15028,18623,18.0,0.0,22.0,HIGH,0.46971013638854525,LOW
2024-09-27,GAYA,14261,22499,0.0,0.0,20.0,LOW,0.4838831605721569,MODERATE
2024-09-30,PGI,16605,16606,0.0,13.0,17.0,LOW,0.5069291426331757,ELEVATED
2024-09-15,GDR,17643,7436,7.0,153.0,21.0,MODERATE,0.5191809256576015,ELEVATED
2024-09-05,IJK,16306,16307,0.0,38.0,6.0,LOW,0.5069291426331757,ELEVATED
2024-09-17,BZA,18519,13352,15.0,113.0,18.0,MODERATE,0.5692477892811301,HIGH
2024-09-24,LDH,22480,12472,0.0,113.0,18.0,LOW,0.5111536182700973,ELEVATED
2024-09-13,KTYM,16320,7333,0.0,226.0,27.0,LOW,0.4972673282918111,MODERATE
2024-09-28,LUNI,20486,14707,0.0,51.0,4.0,LOW,0.5069291426331757,ELEVATED
2024-09-15,PRYJ,22416,12427,0.0,9.0,3.0,LOW,0.507384621065572,ELEVATED
2024-09-10,TUNI,17481,17016,0.0,58.0,12.0,LOW,0.5069291426331757,ELEVATED
2024-09-13,DMO,18478,11072,189.0,80.0,6.0,SEVERE,0.5145623428135395,ELEVATED
2024-09-11,BRGA,20861,18425,0.0,0.0,25.0,LOW,0.4755057872760171,MODERATE
2024-09-15,KJM,8543,12863,161.0,527.0,26.0,SEVERE,0.5167445763916922,ELEVATED
2024-09-22,LAR,14623,14115,18.0,14.0,25.0,HIGH,0.5047651857727244,ELEVATED
2024-09-23,GTS,18477,12801,55.0,49.0,10.0,HIGH,0.5057348949348264,ELEVATED
2024-09-07,BVI,12009,12935,11.0,13.0,17.0,MODERATE,0.4787546110348408,MODERATE
2024-09-07,KPD,16382,12692,9.0,0.0,9.0,MODERATE,0.4748028734534198,MODERATE
2024-09-09,VAPI,22954,9055,14.0,28.0,6.0,MODERATE,0.4543404867238389,LOW
2024-09-25,VAPI,9055,22954,16.0,10.0,2.0,HIGH,0.4460574394535989,LOW
2024-09-17,BEAS,12318,12460,13.0,10.0,17.0,MODERATE,0.46686599683355484,LOW
2024-09-06,NZM,12172,12722,22.0,0.0,3.0,HIGH,0.5239797153891042,ELEVATED
2024-09-01,VAPI,12995,14807,8.0,7.0,6.0,MODERATE,0.4698271531477282,LOW
2024-09-20,BXR,12506,12235,187.0,0.0,5.0,SEVERE,0.4715928485779786,MODERATE
2024-09-13,VAK,16629,16605,22.0,3.0,11.0,HIGH,0.5053435336150908,ELEVATED
2024-09-02,PNVL,22229,12051,4.0,23.0,12.0,LOW,0.5179341907288811,ELEVATED
2024-09-24,BPL,12156,12622,47.0,0.0,19.0,HIGH,0.49873477384764536,MODERATE
2024-09-03,AGC,12920,14623,18.0,0.0,12.0,HIGH,0.4703941918001285,MODERATE
2024-09-06,RJY,20806,13352,663.0,125.0,7.0,SEVERE,0.5187868184504612,ELEVATED
2024-09-16,KZJ,12737,12709,29.0,39.0,20.0,HIGH,0.5046861078258712,ELEVATED
2024-09-20,KUN,12920,14218,58.0,43.0,20.0,HIGH,0.5057348949348264,ELEVATED
2024-09-23,VBL,13351,22837,19.0,17.0,29.0,HIGH,0.5046171125021766,ELEVATED
2024-09-21,NK,5069,17058,497.0,25.0,8.0,SEVERE,0.5145623428135395,ELEVATED
2024-09-18,BL,9052,22946,0.0,9.0,7.0,LOW,0.5069291426331757,ELEVATED
2024-09-04,PFM,14102,14217,18.0,7.0,30.0,HIGH,0.5046171125021766,ELEVATED
2024-09-13,BEA,12392,12333,5.0,43.0,11.0,LOW,0.5061671359132722,ELEVATED
2024-09-15,BPB,15618,13174,28.0,86.0,18.0,HIGH,0.5046861078258712,ELEVATED
2024-09-22,TLD,15160,18241,39.0,31.0,7.0,HIGH,0.504833143849737,ELEVATED
2024-09-30,BSB,14006,15054,6.0,0.0,9.0,MODERATE,0.47575396271413256,MODERATE
2024-09-13,JBP,12854,12165,13.0,13.0,15.0,MODERATE,0.5078616638052996,ELEVATED
2024-09-10,AB,22626,12609,11.0,44.0,8.0,MODERATE,0.5013623282243671,ELEVATED
2024-09-27,RK,19031,22659,43.0,3.0,12.0,HIGH,0.5054905696389566,ELEVATED
2024-09-15,KOO,13287,3206,377.0,18.0,8.0,SEVERE,0.5158884098686983,ELEVATED
2024-09-03,TNA,12139,12619,13.0,3.0,4.0,MODERATE,0.5139853517881243,ELEVATED
2024-09-11,PGT,18189,7199,0.0,433.0,16.0,LOW,0.5111536182700973,ELEVATED
2024-09-02,LKO,14236,14308,54.0,0.0,6.0,HIGH,0.47007468613417974,MODERATE
2024-09-30,HSRA,17235,12678,25.0,48.0,20.0,HIGH,0.5046861078258712,ELEVATED
2024-09-17,MTJ,12904,22867,6.0,91.0,24.0,MODERATE,0.5086354516131963,ELEVATED
2024-09-11,CSMT,22229,17617,2.0,0.0,4.0,LOW,0.590456386889136,HIGH
2024-09-15,VSKP,11020,22880,34.0,27.0,18.0,HIGH,0.5046861078258712,ELEVATED
2024-09-06,NBD,14042,14119,20.0,9.0,4.0,HIGH,0.4891360211334861,MODERATE
2024-09-28,TRTR,16792,12624,6.0,22.0,3.0,MODERATE,0.5033421319312283,ELEVATED
2024-09-17,KYN,12110,11029,5.0,29.0,24.0,LOW,0.5062462138601256,ELEVATED
2024-09-15,SLN,14234,9196,7.0,152.0,17.0,MODERATE,0.5078065948630793,ELEVATED
2024-09-18,GOTN,14813,14707,15.0,46.0,15.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-08,RGD,3249,3240,0.0,157.0,27.0,LOW,0.5110846229464027,ELEVATED
2024-09-07,GTL,12627,11311,8.0,0.0,2.0,MODERATE,0.4716188988949752,MODERATE
2024-09-25,SRJ,12321,15232,12.0,4.0,12.0,MODERATE,0.5042395450153772,ELEVATED
2024-09-21,GNT,12784,17226,8.0,11.0,13.0,MODERATE,0.5038824349423581,ELEVATED
2024-09-16,MURI,15027,2831,0.0,9.0,12.0,LOW,0.48887708119088474,MODERATE
2024-09-07,RFJ,13349,14223,0.0,11.0,17.0,LOW,0.5069291426331757,ELEVATED
2024-09-26,EE,11020,18048,26.0,6.0,20.0,HIGH,0.5053435336150908,ELEVATED
2024-09-04,KPD,12624,12686,0.0,0.0,26.0,LOW,0.4755057872760171,MODERATE
2024-09-22,SLN,12369,14016,63.0,11.0,26.0,SEVERE,0.5114023318559398,ELEVATED
2024-09-12,MLDT,13011,13064,0.0,10.0,15.0,LOW,0.5069291426331757,ELEVATED
2024-09-21,DRU,17309,16205,10.0,0.0,16.0,MODERATE,0.4748028734534198,MODERATE
2024-09-25,MFP,13419,5636,0.0,490.0,15.0,LOW,0.5143237252692588,ELEVATED
2024-09-26,TVC,16342,16304,0.0,0.0,15.0,LOW,0.5683997345778625,HIGH
2024-09-21,PTA,14887,14888,13.0,0.0,10.0,MODERATE,0.4723966933992338,MODERATE
2024-09-08,JAJ,15048,15028,0.0,0.0,23.0,LOW,0.4848545352333258,MODERATE
2024-09-13,PUNE,22105,22226,10.0,5.0,5.0,MODERATE,0.5202042451151117,ELEVATED
2024-09-28,HW,19019,14888,0.0,0.0,25.0,LOW,0.4755057872760171,MODERATE
2024-09-10,NZM,11841,12911,0.0,0.0,23.0,LOW,0.5360964020848283,ELEVATED
2024-09-15,TBM,20682,12638,0.0,16.0,9.0,LOW,0.49972205887505744,MODERATE
2024-09-13,NZM,11842,12448,105.0,32.0,16.0,SEVERE,0.5809156746139373,HIGH
2024-09-24,BWN,12041,13105,10.0,0.0,17.0,MODERATE,0.46217252703621653,LOW
2024-09-10,JL,12833,19046,2.0,34.0,2.0,LOW,0.5060308769913693,ELEVATED
2024-09-12,KIUL,18603,13021,0.0,5.0,17.0,LOW,0.5090942502051206,ELEVATED
2024-09-02,CRJ,15028,28182,6.0,0.0,25.0,MODERATE,0.46665823179204674,LOW
2024-09-09,DBA,12138,11077,217.0,7.0,20.0,SEVERE,0.5153139756489112,ELEVATED
2024-09-14,ADH,22928,19218,16.0,17.0,10.0,HIGH,0.5046861078258712,ELEVATED
2024-09-17,MLDT,15662,13145,12.0,0.0,29.0,MODERATE,0.47433645439702066,MODERATE
2024-09-07,MABD,12759,12761,32.0,0.0,19.0,HIGH,0.4703941918001285,MODERATE
2024-09-09,KNT,14113,14673,18.0,93.0,30.0,HIGH,0.5088415881390983,ELEVATED
2024-09-05,NDLS,12017,12280,0.0,0.0,11.0,LOW,0.5397647008434354,ELEVATED
2024-09-05,RTM,20958,12955,0.0,10.0,5.0,LOW,0.5069291426331757,ELEVATED
2024-09-06,ON,15205,12566,13.0,5.0,13.0,MODERATE,0.5042395450153772,ELEVATED
2024-09-13,VBL,18190,6063,0.0,0.0,1.0,LOW,0.4757233009977858,MODERATE
2024-09-11,CKP,12810,18005,179.0,0.0,26.0,SEVERE,0.4873039799206768,MODERATE
2024-09-21,BZA,22802,12656,0.0,2.0,21.0,LOW,0.5744299174473879,HIGH
2024-09-06,KYJ,17421,12695,0.0,0.0,28.0,LOW,0.46993272631194327,LOW
2024-09-06,MMCT,22953,20901,0.0,0.0,21.0,LOW,0.5278635522497502,ELEVATED
2024-09-25,MZC,13404,13031,0.0,10.0,22.0,LOW,0.507008220580029,ELEVATED
2024-09-09,DDU,12349,2398,12.0,315.0,18.0,MODERATE,0.5129691563315213,ELEVATED
2024-09-30,RHG,14733,12915,0.0,0.0,6.0,LOW,0.4757233009977858,MODERATE
2024-09-26,QLN,12696,16304,13.0,0.0,30.0,MODERATE,0.4715645647171026,MODERATE
2024-09-15,VSKP,20808,12659,0.0,28.0,13.0,LOW,0.5069291426331757,ELEVATED
2024-09-27,KWV,11404,17013,42.0,21.0,14.0,HIGH,0.504303417311662,ELEVATED
2024-09-08,ERS,12977,16316,0.0,22.0,26.0,LOW,0.507008220580029,ELEVATED
2024-09-14,KLK,52458,14796,0.0,2.0,22.0,LOW,0.5248267293060794,ELEVATED
2024-09-05,BE,14241,12370,136.0,15.0,8.0,SEVERE,0.5167314350360269,ELEVATED
2024-09-05,LTT,5558,11059,158.0,2.0,24.0,SEVERE,0.5738102120824826,HIGH
2024-09-21,NYG,18416,18415,39.0,42.0,21.0,HIGH,0.504833143849737,ELEVATED
2024-09-14,BTJL,12617,22476,23.0,41.0,30.0,HIGH,0.5046171125021766,ELEVATED
2024-09-18,ASK,20651,16580,4.0,0.0,6.0,LOW,0.47576070317675856,MODERATE
2024-09-18,SGO,11271,11072,118.0,118.0,25.0,SEVERE,0.5187286593467092,ELEVATED
2024-09-12,AJJ,16367,16054,0.0,4.0,9.0,LOW,0.5075865684223952,ELEVATED
2024-09-02,LMG,12068,13176,3.0,0.0,8.0,LOW,0.4757233009977858,MODERATE
2024-09-06,RC,16594,22602,41.0,17.0,11.0,HIGH,0.5068591680891765,ELEVATED
2024-09-13,SZM,12472,14218,11.0,35.0,9.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-01,CPT,16236,16592,8.0,5.0,25.0,MODERATE,0.5043186229622304,ELEVATED
2024-09-18,BINA,11057,12626,0.0,864.0,9.0,LOW,0.5819318459903824,HIGH
2024-09-03,CDG,14632,11906,8.0,0.0,25.0,MODERATE,0.47914095210385843,MODERATE
2024-09-27,SOG,22982,14720,22.0,24.0,17.0,HIGH,0.5046861078258712,ELEVATED
2024-09-16,BHS,11072,11465,95.0,17.0,7.0,SEVERE,0.5143168143264313,ELEVATED
2024-09-25,JGM,18030,12022,232.0,237.0,5.0,SEVERE,0.5187868184504612,ELEVATED
2024-09-28,ASK,17310,20652,0.0,38.0,6.0,LOW,0.5069291426331757,ELEVATED
2024-09-12,SVJR,11008,11030,3.0,4.0,24.0,LOW,0.5076656463692485,ELEVATED
2024-09-25,BTE,12987,22655,0.0,0.0,5.0,LOW,0.47417498447767353,MODERATE
2024-09-21,CGL,20635,12631,10.0,18.0,28.0,MODERATE,0.5018340326400118,ELEVATED
2024-09-16,NDLS,14682,12459,6.0,0.0,29.0,MODERATE,0.5310791610691272,ELEVATED
2024-09-28,BSL,12149,22222,29.0,0.0,1.0,HIGH,0.46992765011031395,LOW
2024-09-06,JAJ,13331,13332,11.0,0.0,5.0,MODERATE,0.482958699015954,MODERATE
2024-09-05,PNME,12366,13151,4.0,26.0,11.0,LOW,0.5001211918712923,ELEVATED
2024-09-07,KYQ,12551,15601,0.0,0.0,6.0,LOW,0.4757233009977858,MODERATE
2024-09-21,LKO,9189,12588,159.0,70.0,6.0,SEVERE,0.5165852804159169,ELEVATED
2024-09-18,BKI,20490,9002,19.0,0.0,7.0,HIGH,0.46992765011031395,LOW
2024-09-16,VKN,18464,17226,12.0,120.0,16.0,MODERATE,0.5078065948630793,ELEVATED
2024-09-03,AMRO,22453,15274,6.0,58.0,17.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-29,UBL,17319,12649,3.0,0.0,13.0,LOW,0.47618984268760034,MODERATE
2024-09-29,DR,11019,22732,19.0,18.0,9.0,HIGH,0.5046861078258712,ELEVATED
2024-09-29,ANND,11090,20908,17.0,5.0,16.0,HIGH,0.49028928476665756,MODERATE
2024-09-29,BRC,12953,9410,12.0,4.0,7.0,MODERATE,0.48035588478477576,MODERATE
2024-09-10,DLI,14033,15716,0.0,3.0,28.0,LOW,0.5674846366053682,HIGH
2024-09-09,NNO,14732,14323,12.0,15.0,3.0,MODERATE,0.5033421319312283,ELEVATED
2024-09-04,VGLJ,14623,12434,0.0,51.0,21.0,LOW,0.5646710805405432,HIGH
2024-09-24,BZU,14623,22670,0.0,13.0,2.0,LOW,0.5069291426331757,ELEVATED
2024-09-15,TEL,12805,17405,5.0,77.0,26.0,LOW,0.5090897737873206,ELEVATED
2024-09-24,TRL,16058,13352,9.0,72.0,28.0,MODERATE,0.5035131239024631,ELEVATED
2024-09-09,RNC,22350,12877,0.0,0.0,10.0,LOW,0.47618984268760034,MODERATE
2024-09-30,KYN,12115,22157,15.0,17.0,12.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-16,BAM,15629,12510,0.0,187.0,7.0,LOW,0.510199624298871,ELEVATED
2024-09-07,YJUD,14816,12053,0.0,0.0,16.0,LOW,0.47420647750074885,MODERATE
2024-09-14,ASN,12551,12328,0.0,1193.0,16.0,LOW,0.5175139358532492,ELEVATED
2024-09-15,ED,17229,12647,0.0,13.0,27.0,LOW,0.506860147309481,ELEVATED
2024-09-15,GTL,7657,22157,72.0,16.0,19.0,SEVERE,0.5150684471618031,ELEVATED
2024-09-29,CKP,20972,12809,0.0,0.0,12.0,LOW,0.5087656492668111,ELEVATED
2024-09-09,BSL,22178,22138,0.0,5.0,10.0,LOW,0.5075865684223952,ELEVATED
2024-09-22,DYD,13484,13151,0.0,21.0,16.0,LOW,0.5069291426331757,ELEVATED
2024-09-19,MDS,14801,19327,25.0,57.0,3.0,HIGH,0.5046861078258712,ELEVATED
2024-09-15,KZJ,12757,12713,10.0,61.0,16.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-03,ERN,22503,16344,8.0,6.0,15.0,MODERATE,0.5042395450153772,ELEVATED
2024-09-24,ST,11089,22946,2.0,2.0,14.0,LOW,0.5075865684223952,ELEVATED
2024-09-06,JBP,12061,15018,0.0,43.0,3.0,LOW,0.5087133187768312,ELEVATED
2024-09-27,KOTA,12059,22983,0.0,10.0,29.0,LOW,0.506860147309481,ELEVATED
2024-09-05,KUR,20836,18463,3.0,6.0,25.0,LOW,0.5076656463692485,ELEVATED
2024-09-06,BONA,22839,12893,29.0,31.0,25.0,HIGH,0.5047651857727244,ELEVATED
2024-09-05,DEC,12413,5098,95.0,0.0,18.0,SEVERE,0.4692123562673344,LOW
2024-09-28,DMO,12122,12182,86.0,32.0,16.0,SEVERE,0.5149661663396061,ELEVATED
2024-09-18,HWH,12020,13071,6.0,0.0,4.0,MODERATE,0.5389207072359743,ELEVATED
2024-09-28,RTM,12954,12953,0.0,0.0,8.0,LOW,0.4757233009977858,MODERATE
2024-09-17,NAD,19711,12961,0.0,0.0,10.0,LOW,0.47618984268760034,MODERATE
2024-09-05,KSNG,13351,18518,70.0,56.0,16.0,SEVERE,0.5149661663396061,ELEVATED
2024-09-20,JBP,20174,11202,4.0,19.0,30.0,LOW,0.5122358639182504,ELEVATED
2024-09-01,MZL,17406,17405,0.0,324.0,9.0,LOW,0.5111536182700973,ELEVATED
2024-09-03,DG,22652,16102,0.0,0.0,21.0,LOW,0.47618984268760034,MODERATE
2024-09-02,KVZ,13352,12604,0.0,14.0,29.0,LOW,0.4922541829278656,MODERATE
2024-09-20,BPP,17250,17644,118.0,40.0,16.0,SEVERE,0.5149661663396061,ELEVATED
2024-09-26,TRL,16204,22159,19.0,2.0,28.0,HIGH,0.5052745382913961,ELEVATED
2024-09-12,ASK,11022,17310,0.0,0.0,17.0,LOW,0.47618984268760034,MODERATE
2024-09-11,BSL,12618,12905,243.0,2.0,9.0,SEVERE,0.5145623428135395,ELEVATED
2024-09-22,KMZ,20471,18010,0.0,4.0,9.0,LOW,0.5075865684223952,ELEVATED
2024-09-28,DVG,7355,20661,0.0,6.0,26.0,LOW,0.5041461972517155,ELEVATED
2024-09-08,MKC,12913,19301,0.0,6.0,20.0,LOW,0.49998239616415674,MODERATE
2024-09-04,CKI,16525,16306,37.0,18.0,18.0,HIGH,0.504833143849737,ELEVATED
2024-09-07,AYC,14235,15083,10.0,0.0,5.0,MODERATE,0.47409634446867593,MODERATE
2024-09-28,CHE,12839,18464,114.0,13.0,14.0,SEVERE,0.5155644248267565,ELEVATED
2024-09-26,CTC,12839,20836,60.0,6.0,1.0,HIGH,0.5099159664661105,ELEVATED
2024-09-21,KIUL,8439,13023,0.0,0.0,7.0,LOW,0.4757233009977858,MODERATE
2024-09-21,HRT,12391,13234,9.0,27.0,19.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-14,RN,12133,1167,105.0,50.0,10.0,SEVERE,0.5543801057343648,HIGH
2024-09-13,YJUD,18238,13308,14.0,3.0,15.0,MODERATE,0.5034307457320389,ELEVATED
2024-09-10,ND,22960,12009,11.0,0.0,6.0,MODERATE,0.45744894545722276,LOW
2024-09-02,RNY,15613,15903,19.0,60.0,16.0,HIGH,0.5046861078258712,ELEVATED
2024-09-01,WFD,16022,6101,50.0,234.0,2.0,HIGH,0.509959370571748,ELEVATED
2024-09-04,MCSC,19483,14116,8.0,86.0,20.0,MODERATE,0.5035821192261577,ELEVATED
2024-09-20,PRYJ,12877,12165,0.0,3.0,18.0,LOW,0.5080218939147404,ELEVATED
2024-09-18,VGLJ,12175,12626,0.0,835.0,10.0,LOW,0.5831246453466195,HIGH
2024-09-07,MAS,22160,22637,0.0,0.0,11.0,LOW,0.5465879808484673,ELEVATED
2024-09-11,BVI,9723,22928,0.0,2.0,26.0,LOW,0.4754763823282309,MODERATE
2024-09-06,BEAS,12459,12013,31.0,0.0,7.0,HIGH,0.4362068367162406,LOW
2024-09-13,CHI,20112,12620,88.0,74.0,14.0,SEVERE,0.5212011868062674,ELEVATED
2024-09-27,CSN,15018,11072,388.0,84.0,21.0,SEVERE,0.5150512074182038,ELEVATED
2024-09-07,BKP,12367,18621,33.0,12.0,14.0,HIGH,0.5046861078258712,ELEVATED
2024-09-22,BJU,15655,15554,0.0,0.0,15.0,LOW,0.47618984268760034,MODERATE
